DateString,SampleDate,Standard,YearValue,SampleWeek,75_95_TaxaID,Density,TotalBiovolume,NumberStations,Division
19750513,13-May-75,yes,1975,20,207,1.8,1440.0,5,Chrysophyta
19750513,13-May-75,yes,1975,20,210,44.6,6690.0,5,Chrysophyta
19750513,13-May-75,yes,1975,20,212,2.0,4000.0,5,Chrysophyta
19750513,13-May-75,yes,1975,20,304,6.4,1088.0,5,Bacillariophyta
19750513,13-May-75,yes,1975,20,308,2.8,1456.0,5,Bacillariophyta
19750513,13-May-75,yes,1975,20,312,27.0,13500.0,5,Bacillariophyta
19750513,13-May-75,yes,1975,20,313,91.8,45900.0,5,Bacillariophyta
19750513,13-May-75,yes,1975,20,320,417.4,834800.0,5,Bacillariophyta
19750513,13-May-75,yes,1975,20,331,2.8,6160.0,5,Bacillariophyta
19750513,13-May-75,yes,1975,20,335,0.6,240.0,5,Bacillariophyta
19750513,13-May-75,yes,1975,20,601,649.4,129880.0,5,Cryptophyta
19750513,13-May-75,yes,1975,20,602,34.8,87000.0,5,Cryptophyta
19750519,19-May-75,yes,1975,21,103,5.4,162.0,5,Chlorophyta
19750519,19-May-75,yes,1975,21,116,3.4,2040.0,5,Chlorophyta
19750519,19-May-75,yes,1975,21,133,5.6,392.0,5,Chlorophyta
19750519,19-May-75,yes,1975,21,137,2.8,84.0,5,Chlorophyta
19750519,19-May-75,yes,1975,21,145,7.4,7400.0,5,Chlorophyta
19750519,19-May-75,yes,1975,21,202,17.0,850.0,5,Chrysophyta
19750519,19-May-75,yes,1975,21,210,2.8,420.0,5,Chrysophyta
19750519,19-May-75,yes,1975,21,301,6.2,4340.0,5,Bacillariophyta
19750519,19-May-75,yes,1975,21,304,5.6,952.0,5,Bacillariophyta
19750519,19-May-75,yes,1975,21,305,0.6,210.0,5,Bacillariophyta
19750519,19-May-75,yes,1975,21,312,7.0,3500.0,5,Bacillariophyta
19750519,19-May-75,yes,1975,21,313,33.4,16700.0,5,Bacillariophyta
19750519,19-May-75,yes,1975,21,318,5.6,8960.0,5,Bacillariophyta
19750519,19-May-75,yes,1975,21,320,61.0,122000.0,5,Bacillariophyta
19750519,19-May-75,yes,1975,21,335,9.6,3840.0,5,Bacillariophyta
19750519,19-May-75,yes,1975,21,601,211.0,42200.0,5,Cryptophyta
19750519,19-May-75,yes,1975,21,602,24.8,62000.0,5,Cryptophyta
19750528,28-May-75,yes,1975,22,103,57.8,1734.0,5,Chlorophyta
19750528,28-May-75,yes,1975,22,107,189.0,27972.0,5,Chlorophyta
19750528,28-May-75,yes,1975,22,116,13.8,8280.0,5,Chlorophyta
19750528,28-May-75,yes,1975,22,133,7.0,490.0,5,Chlorophyta
19750528,28-May-75,yes,1975,22,145,6.8,6800.0,5,Chlorophyta
19750528,28-May-75,yes,1975,22,148,27.8,4170.0,5,Chlorophyta
19750528,28-May-75,yes,1975,22,202,16.8,840.0,5,Chrysophyta
19750528,28-May-75,yes,1975,22,210,8.4,1260.0,5,Chrysophyta
19750528,28-May-75,yes,1975,22,301,0.8,560.0,5,Bacillariophyta
19750528,28-May-75,yes,1975,22,304,5.6,952.0,5,Bacillariophyta
19750528,28-May-75,yes,1975,22,310,2.0,2000.0,5,Bacillariophyta
19750528,28-May-75,yes,1975,22,320,4.8,9600.0,5,Bacillariophyta
19750528,28-May-75,yes,1975,22,331,2.8,6160.0,5,Bacillariophyta
19750528,28-May-75,yes,1975,22,335,11.0,4400.0,5,Bacillariophyta
19750528,28-May-75,yes,1975,22,401,1.4,2800.0,5,Euglenophyta
19750528,28-May-75,yes,1975,22,601,138.6,27720.0,5,Cryptophyta
19750528,28-May-75,yes,1975,22,602,114.8,287000.0,5,Cryptophyta
19750604,04-Jun-75,yes,1975,23,103,61.8,1854.0,5,Chlorophyta
19750604,04-Jun-75,yes,1975,23,104,2.8,84.0,5,Chlorophyta
19750604,04-Jun-75,yes,1975,23,107,61.2,9057.6,5,Chlorophyta
19750604,04-Jun-75,yes,1975,23,109,0.6,600.0,5,Chlorophyta
19750604,04-Jun-75,yes,1975,23,116,1.4,840.0,5,Chlorophyta
19750604,04-Jun-75,yes,1975,23,144,4.2,5825.4,5,Chlorophyta
19750604,04-Jun-75,yes,1975,23,145,4.6,4600.0,5,Chlorophyta
19750604,04-Jun-75,yes,1975,23,148,22.4,3360.0,5,Chlorophyta
19750604,04-Jun-75,yes,1975,23,202,14.0,700.0,5,Chrysophyta
19750604,04-Jun-75,yes,1975,23,210,5.6,840.0,5,Chrysophyta
19750604,04-Jun-75,yes,1975,23,304,9.8,1666.0,5,Bacillariophyta
19750604,04-Jun-75,yes,1975,23,308,0.6,312.0,5,Bacillariophyta
19750604,04-Jun-75,yes,1975,23,318,8.4,13440.0,5,Bacillariophyta
19750604,04-Jun-75,yes,1975,23,331,0.8,1760.0,5,Bacillariophyta
19750604,04-Jun-75,yes,1975,23,335,19.2,7680.0,5,Bacillariophyta
19750604,04-Jun-75,yes,1975,23,601,160.8,32160.0,5,Cryptophyta
19750604,04-Jun-75,yes,1975,23,602,135.6,339000.0,5,Cryptophyta
19750604,04-Jun-75,yes,1975,23,710,2.8,560.0,5,Cyanophyta
19750604,04-Jun-75,yes,1975,23,715,0.6,9600.0,5,Cyanophyta
19750611,11-Jun-75,yes,1975,24,103,148.2,4446.0,5,Chlorophyta
19750611,11-Jun-75,yes,1975,24,106,2.8,1120.0,5,Chlorophyta
19750611,11-Jun-75,yes,1975,24,107,156.2,23117.6,5,Chlorophyta
19750611,11-Jun-75,yes,1975,24,129,1.2,416.4,5,Chlorophyta
19750611,11-Jun-75,yes,1975,24,144,7.6,10541.2,5,Chlorophyta
19750611,11-Jun-75,yes,1975,24,145,54.2,54200.0,5,Chlorophyta
19750611,11-Jun-75,yes,1975,24,148,35.0,5250.0,5,Chlorophyta
19750611,11-Jun-75,yes,1975,24,202,55.6,2780.0,5,Chrysophyta
19750611,11-Jun-75,yes,1975,24,204,5.6,1400.0,5,Chrysophyta
19750611,11-Jun-75,yes,1975,24,210,61.2,9180.0,5,Chrysophyta
19750611,11-Jun-75,yes,1975,24,301,0.6,420.0,5,Bacillariophyta
19750611,11-Jun-75,yes,1975,24,304,2.8,476.0,5,Bacillariophyta
19750611,11-Jun-75,yes,1975,24,313,19.4,9700.0,5,Bacillariophyta
19750611,11-Jun-75,yes,1975,24,318,20.2,32288.0,5,Bacillariophyta
19750611,11-Jun-75,yes,1975,24,319,0.6,720.0,5,Bacillariophyta
19750611,11-Jun-75,yes,1975,24,320,56.4,112800.0,5,Bacillariophyta
19750611,11-Jun-75,yes,1975,24,331,0.6,1320.0,5,Bacillariophyta
19750611,11-Jun-75,yes,1975,24,335,16.6,6640.0,5,Bacillariophyta
19750611,11-Jun-75,yes,1975,24,601,702.2,140440.0,5,Cryptophyta
19750611,11-Jun-75,yes,1975,24,602,206.6,516500.0,5,Cryptophyta
19750611,11-Jun-75,yes,1975,24,709,5.6,11200.0,5,Cyanophyta
19750611,11-Jun-75,yes,1975,24,710,13.2,2640.0,5,Cyanophyta
19750618,18-Jun-75,yes,1975,25,103,59.2,1775.0,3,Chlorophyta
19750618,18-Jun-75,yes,1975,25,107,50.8,7523.3,3,Chlorophyta
19750618,18-Jun-75,yes,1975,25,108,1.0,4000.0,3,Chlorophyta
19750618,18-Jun-75,yes,1975,25,122,4.7,350.0,3,Chlorophyta
19750618,18-Jun-75,yes,1975,25,128,47.3,189333.3,3,Chlorophyta
19750618,18-Jun-75,yes,1975,25,140,4.7,140.0,3,Chlorophyta
19750618,18-Jun-75,yes,1975,25,145,12.7,12666.7,3,Chlorophyta
19750618,18-Jun-75,yes,1975,25,148,86.3,12950.0,3,Chlorophyta
19750618,18-Jun-75,yes,1975,25,154,0.7,20000.0,3,Chlorophyta
19750618,18-Jun-75,yes,1975,25,202,177.8,8891.7,3,Chrysophyta
19750618,18-Jun-75,yes,1975,25,205,14.0,3500.0,3,Chrysophyta
19750618,18-Jun-75,yes,1975,25,207,2.3,1866.7,3,Chrysophyta
19750618,18-Jun-75,yes,1975,25,208,10.3,43400.0,3,Chrysophyta
19750618,18-Jun-75,yes,1975,25,210,60.2,9025.0,3,Chrysophyta
19750618,18-Jun-75,yes,1975,25,301,5.5,3850.0,3,Bacillariophyta
19750618,18-Jun-75,yes,1975,25,303,0.7,666.7,3,Bacillariophyta
19750618,18-Jun-75,yes,1975,25,304,259.2,44058.3,3,Bacillariophyta
19750618,18-Jun-75,yes,1975,25,305,5.7,1983.3,3,Bacillariophyta
19750618,18-Jun-75,yes,1975,25,308,1.8,953.3,3,Bacillariophyta
19750618,18-Jun-75,yes,1975,25,311,29.0,29000.0,3,Bacillariophyta
19750618,18-Jun-75,yes,1975,25,312,20.8,10416.7,3,Bacillariophyta
19750618,18-Jun-75,yes,1975,25,313,4.7,2333.3,3,Bacillariophyta
19750618,18-Jun-75,yes,1975,25,318,25.5,40800.0,3,Bacillariophyta
19750618,18-Jun-75,yes,1975,25,319,2.3,2800.0,3,Bacillariophyta
19750618,18-Jun-75,yes,1975,25,320,211.5,423000.0,3,Bacillariophyta
19750618,18-Jun-75,yes,1975,25,331,7.0,15400.0,3,Bacillariophyta
19750618,18-Jun-75,yes,1975,25,335,4.7,1866.7,3,Bacillariophyta
19750618,18-Jun-75,yes,1975,25,601,827.8,165566.7,3,Cryptophyta
19750618,18-Jun-75,yes,1975,25,602,77.3,193333.3,3,Cryptophyta
19750618,18-Jun-75,yes,1975,25,702,1090.3,279125.3,3,Cyanophyta
19750618,18-Jun-75,yes,1975,25,709,2.3,4666.7,3,Cyanophyta
19750618,18-Jun-75,yes,1975,25,710,22.2,4433.3,3,Cyanophyta
19750618,18-Jun-75,yes,1975,25,711,0.0,18584.3,3,Cyanophyta
19750625,25-Jun-75,yes,1975,26,103,12.0,360.0,4,Chlorophyta
19750625,25-Jun-75,yes,1975,26,104,7.8,232.5,4,Chlorophyta
19750625,25-Jun-75,yes,1975,26,107,14.0,2072.0,4,Chlorophyta
19750625,25-Jun-75,yes,1975,26,122,7.0,525.0,4,Chlorophyta
19750625,25-Jun-75,yes,1975,26,124,3.5,1750.0,4,Chlorophyta
19750625,25-Jun-75,yes,1975,26,125,6.0,60000.0,4,Chlorophyta
19750625,25-Jun-75,yes,1975,26,128,14.0,56000.0,4,Chlorophyta
19750625,25-Jun-75,yes,1975,26,129,0.8,260.3,4,Chlorophyta
19750625,25-Jun-75,yes,1975,26,134,2.5,175.0,4,Chlorophyta
19750625,25-Jun-75,yes,1975,26,136,3.5,437.5,4,Chlorophyta
19750625,25-Jun-75,yes,1975,26,137,14.0,420.0,4,Chlorophyta
19750625,25-Jun-75,yes,1975,26,145,46.0,46000.0,4,Chlorophyta
19750625,25-Jun-75,yes,1975,26,148,43.5,6525.0,4,Chlorophyta
19750625,25-Jun-75,yes,1975,26,153,3.5,175.0,4,Chlorophyta
19750625,25-Jun-75,yes,1975,26,201,0.8,37.5,4,Chrysophyta
19750625,25-Jun-75,yes,1975,26,202,395.5,19775.0,4,Chrysophyta
19750625,25-Jun-75,yes,1975,26,204,3.5,875.0,4,Chrysophyta
19750625,25-Jun-75,yes,1975,26,205,49.5,12375.0,4,Chrysophyta
19750625,25-Jun-75,yes,1975,26,207,5.0,4000.0,4,Chrysophyta
19750625,25-Jun-75,yes,1975,26,210,27.8,4162.5,4,Chrysophyta
19750625,25-Jun-75,yes,1975,26,301,19.8,13825.0,4,Bacillariophyta
19750625,25-Jun-75,yes,1975,26,304,60.0,10200.0,4,Bacillariophyta
19750625,25-Jun-75,yes,1975,26,312,119.3,59625.0,4,Bacillariophyta
19750625,25-Jun-75,yes,1975,26,313,53.0,26500.0,4,Bacillariophyta
19750625,25-Jun-75,yes,1975,26,318,19.0,30400.0,4,Bacillariophyta
19750625,25-Jun-75,yes,1975,26,319,14.0,16800.0,4,Bacillariophyta
19750625,25-Jun-75,yes,1975,26,320,68.8,137500.0,4,Bacillariophyta
19750625,25-Jun-75,yes,1975,26,336,3.5,3360.0,4,Bacillariophyta
19750625,25-Jun-75,yes,1975,26,502,1.8,15400.0,4,Pyrrhophyta
19750625,25-Jun-75,yes,1975,26,601,1277.0,255400.0,4,Cryptophyta
19750625,25-Jun-75,yes,1975,26,602,123.3,308125.0,4,Cryptophyta
19750625,25-Jun-75,yes,1975,26,702,808.8,207040.0,4,Cyanophyta
19750625,25-Jun-75,yes,1975,26,708,1.0,15000.0,4,Cyanophyta
19750625,25-Jun-75,yes,1975,26,709,9.5,19000.0,4,Cyanophyta
19750625,25-Jun-75,yes,1975,26,710,52.8,10550.0,4,Cyanophyta
19750625,25-Jun-75,yes,1975,26,711,0.1,348455.0,4,Cyanophyta
19750625,25-Jun-75,yes,1975,26,713,468.3,23412.5,4,Cyanophyta
19750702,02-Jul-75,yes,1975,27,102,2.8,190.4,5,Chlorophyta
19750702,02-Jul-75,yes,1975,27,103,11.6,348.0,5,Chlorophyta
19750702,02-Jul-75,yes,1975,27,104,7.0,210.0,5,Chlorophyta
19750702,02-Jul-75,yes,1975,27,105,0.8,320.0,5,Chlorophyta
19750702,02-Jul-75,yes,1975,27,107,39.0,5772.0,5,Chlorophyta
19750702,02-Jul-75,yes,1975,27,121,8.4,630.0,5,Chlorophyta
19750702,02-Jul-75,yes,1975,27,122,34.8,2610.0,5,Chlorophyta
19750702,02-Jul-75,yes,1975,27,125,6.4,64000.0,5,Chlorophyta
19750702,02-Jul-75,yes,1975,27,129,2.8,971.6,5,Chlorophyta
19750702,02-Jul-75,yes,1975,27,130,0.6,232.8,5,Chlorophyta
19750702,02-Jul-75,yes,1975,27,137,5.6,168.0,5,Chlorophyta
19750702,02-Jul-75,yes,1975,27,139,11.2,3360.0,5,Chlorophyta
19750702,02-Jul-75,yes,1975,27,142,2.8,84.0,5,Chlorophyta
19750702,02-Jul-75,yes,1975,27,143,2.8,84.0,5,Chlorophyta
19750702,02-Jul-75,yes,1975,27,145,0.6,600.0,5,Chlorophyta
19750702,02-Jul-75,yes,1975,27,148,27.8,4170.0,5,Chlorophyta
19750702,02-Jul-75,yes,1975,27,149,11.2,12320.0,5,Chlorophyta
19750702,02-Jul-75,yes,1975,27,151,0.6,90.0,5,Chlorophyta
19750702,02-Jul-75,yes,1975,27,152,2.8,1374.8,5,Chlorophyta
19750702,02-Jul-75,yes,1975,27,202,669.2,33460.0,5,Chrysophyta
19750702,02-Jul-75,yes,1975,27,206,0.8,640.0,5,Chrysophyta
19750702,02-Jul-75,yes,1975,27,207,20.8,16640.0,5,Chrysophyta
19750702,02-Jul-75,yes,1975,27,208,2.8,11760.0,5,Chrysophyta
19750702,02-Jul-75,yes,1975,27,210,8.4,1260.0,5,Chrysophyta
19750702,02-Jul-75,yes,1975,27,301,55.0,38500.0,5,Bacillariophyta
19750702,02-Jul-75,yes,1975,27,304,25.8,4386.0,5,Bacillariophyta
19750702,02-Jul-75,yes,1975,27,310,3.4,3400.0,5,Bacillariophyta
19750702,02-Jul-75,yes,1975,27,311,55.6,55600.0,5,Bacillariophyta
19750702,02-Jul-75,yes,1975,27,312,97.4,48700.0,5,Bacillariophyta
19750702,02-Jul-75,yes,1975,27,313,92.0,46000.0,5,Bacillariophyta
19750702,02-Jul-75,yes,1975,27,318,53.2,85120.0,5,Bacillariophyta
19750702,02-Jul-75,yes,1975,27,319,25.0,30000.0,5,Bacillariophyta
19750702,02-Jul-75,yes,1975,27,320,27.8,55600.0,5,Bacillariophyta
19750702,02-Jul-75,yes,1975,27,331,2.8,6160.0,5,Bacillariophyta
19750702,02-Jul-75,yes,1975,27,336,6.4,6144.0,5,Bacillariophyta
19750702,02-Jul-75,yes,1975,27,601,560.8,112160.0,5,Cryptophyta
19750702,02-Jul-75,yes,1975,27,602,186.2,465500.0,5,Cryptophyta
19750702,02-Jul-75,yes,1975,27,701,16.8,4300.8,5,Cyanophyta
19750702,02-Jul-75,yes,1975,27,702,215.6,55193.6,5,Cyanophyta
19750702,02-Jul-75,yes,1975,27,708,1.4,21000.0,5,Cyanophyta
19750702,02-Jul-75,yes,1975,27,709,3.4,6800.0,5,Cyanophyta
19750702,02-Jul-75,yes,1975,27,710,33.4,6680.0,5,Cyanophyta
19750702,02-Jul-75,yes,1975,27,711,0.0,111505.6,5,Cyanophyta
19750702,02-Jul-75,yes,1975,27,713,41.8,2090.0,5,Cyanophyta
19750702,02-Jul-75,yes,1975,27,715,0.8,12864.0,5,Cyanophyta
19750709,09-Jul-75,yes,1975,28,101,2.8,190.4,5,Chlorophyta
19750709,09-Jul-75,yes,1975,28,102,9.0,612.0,5,Chlorophyta
19750709,09-Jul-75,yes,1975,28,103,47.2,1416.0,5,Chlorophyta
19750709,09-Jul-75,yes,1975,28,104,37.4,1122.0,5,Chlorophyta
19750709,09-Jul-75,yes,1975,28,105,6.2,2480.0,5,Chlorophyta
19750709,09-Jul-75,yes,1975,28,106,20.2,8080.0,5,Chlorophyta
19750709,09-Jul-75,yes,1975,28,107,16.8,2486.4,5,Chlorophyta
19750709,09-Jul-75,yes,1975,28,109,0.6,600.0,5,Chlorophyta
19750709,09-Jul-75,yes,1975,28,116,5.6,3360.0,5,Chlorophyta
19750709,09-Jul-75,yes,1975,28,119,5.6,2430.4,5,Chlorophyta
19750709,09-Jul-75,yes,1975,28,120,2.8,1215.2,5,Chlorophyta
19750709,09-Jul-75,yes,1975,28,121,25.0,1875.0,5,Chlorophyta
19750709,09-Jul-75,yes,1975,28,122,344.0,25800.0,5,Chlorophyta
19750709,09-Jul-75,yes,1975,28,123,0.6,45.0,5,Chlorophyta
19750709,09-Jul-75,yes,1975,28,124,8.4,4200.0,5,Chlorophyta
19750709,09-Jul-75,yes,1975,28,125,11.2,112000.0,5,Chlorophyta
19750709,09-Jul-75,yes,1975,28,127,5.6,3920.0,5,Chlorophyta
19750709,09-Jul-75,yes,1975,28,128,5.6,22400.0,5,Chlorophyta
19750709,09-Jul-75,yes,1975,28,136,2.8,350.0,5,Chlorophyta
19750709,09-Jul-75,yes,1975,28,137,946.8,28404.0,5,Chlorophyta
19750709,09-Jul-75,yes,1975,28,142,8.4,252.0,5,Chlorophyta
19750709,09-Jul-75,yes,1975,28,146,20.4,2856.0,5,Chlorophyta
19750709,09-Jul-75,yes,1975,28,148,80.8,12120.0,5,Chlorophyta
19750709,09-Jul-75,yes,1975,28,149,52.8,58080.0,5,Chlorophyta
19750709,09-Jul-75,yes,1975,28,150,0.8,16000.0,5,Chlorophyta
19750709,09-Jul-75,yes,1975,28,151,2.8,420.0,5,Chlorophyta
19750709,09-Jul-75,yes,1975,28,152,5.6,2749.6,5,Chlorophyta
19750709,09-Jul-75,yes,1975,28,153,2.8,140.0,5,Chlorophyta
19750709,09-Jul-75,yes,1975,28,202,1657.4,82870.0,5,Chrysophyta
19750709,09-Jul-75,yes,1975,28,203,44.4,666.0,5,Chrysophyta
19750709,09-Jul-75,yes,1975,28,204,18.0,4500.0,5,Chrysophyta
19750709,09-Jul-75,yes,1975,28,207,169.8,135840.0,5,Chrysophyta
19750709,09-Jul-75,yes,1975,28,208,5.6,23520.0,5,Chrysophyta
19750709,09-Jul-75,yes,1975,28,210,61.2,9180.0,5,Chrysophyta
19750709,09-Jul-75,yes,1975,28,211,0.6,90.0,5,Chrysophyta
19750709,09-Jul-75,yes,1975,28,301,91.2,63840.0,5,Bacillariophyta
19750709,09-Jul-75,yes,1975,28,304,116.6,19822.0,5,Bacillariophyta
19750709,09-Jul-75,yes,1975,28,305,28.4,9940.0,5,Bacillariophyta
19750709,09-Jul-75,yes,1975,28,310,22.2,22200.0,5,Bacillariophyta
19750709,09-Jul-75,yes,1975,28,312,365.8,182900.0,5,Bacillariophyta
19750709,09-Jul-75,yes,1975,28,313,25.8,12900.0,5,Bacillariophyta
19750709,09-Jul-75,yes,1975,28,318,100.4,160640.0,5,Bacillariophyta
19750709,09-Jul-75,yes,1975,28,319,51.6,61920.0,5,Bacillariophyta
19750709,09-Jul-75,yes,1975,28,320,12.6,25200.0,5,Bacillariophyta
19750709,09-Jul-75,yes,1975,28,330,14.0,31500.0,5,Bacillariophyta
19750709,09-Jul-75,yes,1975,28,331,2.2,4840.0,5,Bacillariophyta
19750709,09-Jul-75,yes,1975,28,335,1.4,560.0,5,Bacillariophyta
19750709,09-Jul-75,yes,1975,28,338,0.6,2400.0,5,Bacillariophyta
19750709,09-Jul-75,yes,1975,28,601,774.6,154920.0,5,Cryptophyta
19750709,09-Jul-75,yes,1975,28,602,223.4,558500.0,5,Cryptophyta
19750709,09-Jul-75,yes,1975,28,701,66.8,17100.8,5,Cyanophyta
19750709,09-Jul-75,yes,1975,28,702,247.0,63232.0,5,Cyanophyta
19750709,09-Jul-75,yes,1975,28,704,47.2,5097.6,5,Cyanophyta
19750709,09-Jul-75,yes,1975,28,708,2.8,42000.0,5,Cyanophyta
19750709,09-Jul-75,yes,1975,28,709,11.8,23600.0,5,Cyanophyta
19750709,09-Jul-75,yes,1975,28,710,36.0,7200.0,5,Cyanophyta
19750709,09-Jul-75,yes,1975,28,711,0.0,44602.2,5,Cyanophyta
19750709,09-Jul-75,yes,1975,28,712,2.6,62.4,5,Cyanophyta
19750709,09-Jul-75,yes,1975,28,713,343.6,17180.0,5,Cyanophyta
19750709,09-Jul-75,yes,1975,28,714,38.8,582.0,5,Cyanophyta
19750709,09-Jul-75,yes,1975,28,715,2.0,32000.0,5,Cyanophyta
19750709,09-Jul-75,yes,1975,28,717,12.8,307.2,5,Cyanophyta
19750715,15-Jul-75,yes,1975,29,102,12.3,833.0,4,Chlorophyta
19750715,15-Jul-75,yes,1975,29,103,34.8,1042.5,4,Chlorophyta
19750715,15-Jul-75,yes,1975,29,104,15.8,472.5,4,Chlorophyta
19750715,15-Jul-75,yes,1975,29,106,149.5,59800.0,4,Chlorophyta
19750715,15-Jul-75,yes,1975,29,107,41.8,6179.0,4,Chlorophyta
19750715,15-Jul-75,yes,1975,29,116,34.8,20850.0,4,Chlorophyta
19750715,15-Jul-75,yes,1975,29,120,1.8,759.5,4,Chlorophyta
19750715,15-Jul-75,yes,1975,29,122,1964.0,147300.0,4,Chlorophyta
19750715,15-Jul-75,yes,1975,29,125,27.8,277500.0,4,Chlorophyta
19750715,15-Jul-75,yes,1975,29,126,1.8,1225.0,4,Chlorophyta
19750715,15-Jul-75,yes,1975,29,127,3.5,2450.0,4,Chlorophyta
19750715,15-Jul-75,yes,1975,29,128,3.5,14000.0,4,Chlorophyta
19750715,15-Jul-75,yes,1975,29,130,8.8,3395.0,4,Chlorophyta
19750715,15-Jul-75,yes,1975,29,137,42.8,1282.5,4,Chlorophyta
19750715,15-Jul-75,yes,1975,29,139,34.8,10425.0,4,Chlorophyta
19750715,15-Jul-75,yes,1975,29,140,14.0,420.0,4,Chlorophyta
19750715,15-Jul-75,yes,1975,29,142,59.0,1770.0,4,Chlorophyta
19750715,15-Jul-75,yes,1975,29,145,1.8,1750.0,4,Chlorophyta
19750715,15-Jul-75,yes,1975,29,146,21.0,2940.0,4,Chlorophyta
19750715,15-Jul-75,yes,1975,29,149,34.8,38225.0,4,Chlorophyta
19750715,15-Jul-75,yes,1975,29,152,7.0,3437.0,4,Chlorophyta
19750715,15-Jul-75,yes,1975,29,153,8.8,437.5,4,Chlorophyta
