Datestring,Sample_date,Station,75_95_TaxaID,Density,TotalBiovolume,Year,SamplingWeek,StandardSample
19750513,5/13/1975,Buoy 109,601,569,113800,1975,20,yes
19750513,5/13/1975,Buoy 117,601,638,127600,1975,20,yes
19750513,5/13/1975,Buoy 125,601,694,138800,1975,20,yes
19750513,5/13/1975,Shackelton Point,601,819,163800,1975,20,yes
19750513,5/13/1975,Three Mile Bay,601,527,105400,1975,20,yes
19750513,5/13/1975,Buoy 109,602,52,130000,1975,20,yes
19750513,5/13/1975,Buoy 117,602,38,95000,1975,20,yes
19750513,5/13/1975,Buoy 125,602,21,52500,1975,20,yes
19750513,5/13/1975,Shackelton Point,602,28,70000,1975,20,yes
19750513,5/13/1975,Three Mile Bay,602,35,87500,1975,20,yes
19750519,5/19/1975,Buoy 109,103,14,420,1975,21,yes
19750519,5/19/1975,Shackelton Point,103,3,90,1975,21,yes
19750519,5/19/1975,Three Mile Bay,103,10,300,1975,21,yes
19750519,5/19/1975,Buoy 109,116,3,1800,1975,21,yes
19750519,5/19/1975,Buoy 125,116,14,8400,1975,21,yes
19750519,5/19/1975,Three Mile Bay,133,28,1960,1975,21,yes
19750519,5/19/1975,Buoy 109,137,14,420,1975,21,yes
19750519,5/19/1975,Buoy 109,145,14,14000,1975,21,yes
19750519,5/19/1975,Buoy 117,145,3,3000,1975,21,yes
19750519,5/19/1975,Buoy 125,145,3,3000,1975,21,yes
19750519,5/19/1975,Shackelton Point,145,10,10000,1975,21,yes
19750519,5/19/1975,Three Mile Bay,145,7,7000,1975,21,yes
19750519,5/19/1975,Buoy 109,202,14,700,1975,21,yes
19750519,5/19/1975,Buoy 117,202,29,1450,1975,21,yes
19750519,5/19/1975,Shackelton Point,202,42,2100,1975,21,yes
19750519,5/19/1975,Buoy 109,210,14,2100,1975,21,yes
19750519,5/19/1975,Buoy 109,301,14,9800,1975,21,yes
19750519,5/19/1975,Shackelton Point,301,17,11900,1975,21,yes
19750519,5/19/1975,Shackelton Point,304,14,2380,1975,21,yes
19750519,5/19/1975,Three Mile Bay,304,14,2380,1975,21,yes
19750519,5/19/1975,Shackelton Point,305,3,1050,1975,21,yes
19750519,5/19/1975,Buoy 117,312,35,17500,1975,21,yes
19750519,5/19/1975,Shackelton Point,313,167,83500,1975,21,yes
19750519,5/19/1975,Buoy 117,318,28,44800,1975,21,yes
19750519,5/19/1975,Buoy 117,320,69,138000,1975,21,yes
19750519,5/19/1975,Buoy 125,320,69,138000,1975,21,yes
19750519,5/19/1975,Shackelton Point,320,167,334000,1975,21,yes
19750519,5/19/1975,Buoy 109,335,3,1200,1975,21,yes
19750519,5/19/1975,Buoy 117,335,14,5600,1975,21,yes
19750519,5/19/1975,Shackelton Point,335,17,6800,1975,21,yes
19750519,5/19/1975,Three Mile Bay,335,14,5600,1975,21,yes
19750519,5/19/1975,Buoy 109,601,236,47200,1975,21,yes
19750519,5/19/1975,Buoy 117,601,83,16600,1975,21,yes
19750519,5/19/1975,Buoy 125,601,250,50000,1975,21,yes
19750519,5/19/1975,Shackelton Point,601,194,38800,1975,21,yes
19750519,5/19/1975,Three Mile Bay,601,292,58400,1975,21,yes
19750519,5/19/1975,Buoy 109,602,31,77500,1975,21,yes
19750519,5/19/1975,Buoy 117,602,17,42500,1975,21,yes
19750519,5/19/1975,Buoy 125,602,31,77500,1975,21,yes
19750519,5/19/1975,Shackelton Point,602,28,70000,1975,21,yes
19750519,5/19/1975,Three Mile Bay,602,17,42500,1975,21,yes
19750528,5/28/1975,Buoy 109,103,49,1470,1975,22,yes
19750528,5/28/1975,Buoy 117,103,17,510,1975,22,yes
19750528,5/28/1975,Buoy 125,103,14,420,1975,22,yes
19750528,5/28/1975,Shackelton Point,103,167,5010,1975,22,yes
19750528,5/28/1975,Three Mile Bay,103,42,1260,1975,22,yes
19750528,5/28/1975,Buoy 109,107,153,22644,1975,22,yes
19750528,5/28/1975,Buoy 117,107,139,20572,1975,22,yes
19750528,5/28/1975,Buoy 125,107,56,8288,1975,22,yes
19750528,5/28/1975,Shackelton Point,107,250,37000,1975,22,yes
19750528,5/28/1975,Three Mile Bay,107,347,51356,1975,22,yes
19750528,5/28/1975,Buoy 109,116,45,27000,1975,22,yes
19750528,5/28/1975,Buoy 117,116,17,10200,1975,22,yes
19750528,5/28/1975,Buoy 125,116,7,4200,1975,22,yes
19750604,6/4/1975,Shackelton Point,335,7,2800,1975,23,yes
19750604,6/4/1975,Three Mile Bay,335,17,6800,1975,23,yes
19750604,6/4/1975,Buoy 117,601,208,41600,1975,23,yes
19750604,6/4/1975,Buoy 125,601,208,41600,1975,23,yes
19750604,6/4/1975,Shackelton Point,601,14,2800,1975,23,yes
19750604,6/4/1975,Three Mile Bay,601,305,61000,1975,23,yes
19750604,6/4/1975,Buoy 117,602,167,417500,1975,23,yes
19750604,6/4/1975,Buoy 125,602,174,435000,1975,23,yes
19750604,6/4/1975,Shackelton Point,602,66,165000,1975,23,yes
19750604,6/4/1975,Three Mile Bay,602,212,530000,1975,23,yes
19750604,6/4/1975,Shackelton Point,710,14,2800,1975,23,yes
19750606,6/6/1975,Buoy 109,103,97,2910,1975,23,yes
19750606,6/6/1975,Buoy 109,107,42,6216,1975,23,yes
19750606,6/6/1975,Buoy 109,144,21,29127,1975,23,yes
19750606,6/6/1975,Buoy 109,202,14,700,1975,23,yes
19750606,6/6/1975,Buoy 109,210,14,2100,1975,23,yes
19750606,6/6/1975,Buoy 109,304,14,2380,1975,23,yes
19750606,6/6/1975,Buoy 109,308,3,1560,1975,23,yes
19750606,6/6/1975,Buoy 109,335,24,9600,1975,23,yes
19750606,6/6/1975,Buoy 109,601,69,13800,1975,23,yes
19750606,6/6/1975,Buoy 109,602,59,147500,1975,23,yes
19750606,6/6/1975,Buoy 109,715,3,48000,1975,23,yes
19750611,6/11/1975,Buoy 109,103,63,1890,1975,24,yes
19750611,6/11/1975,Buoy 117,103,180,5400,1975,24,yes
19750611,6/11/1975,Buoy 125,103,240,7200,1975,24,yes
19750611,6/11/1975,Shackelton Point,103,56,1680,1975,24,yes
19750611,6/11/1975,Three Mile Bay,103,202,6060,1975,24,yes
19750611,6/11/1975,Three Mile Bay,106,14,5600,1975,24,yes
19750611,6/11/1975,Buoy 109,107,111,16428,1975,24,yes
19750611,6/11/1975,Buoy 117,107,184,27232,1975,24,yes
19750611,6/11/1975,Buoy 125,107,194,28712,1975,24,yes
19750611,6/11/1975,Shackelton Point,107,153,22644,1975,24,yes
19750611,6/11/1975,Three Mile Bay,107,139,20572,1975,24,yes
19750611,6/11/1975,Buoy 117,129,3,1041,1975,24,yes
19750611,6/11/1975,Shackelton Point,129,3,1041,1975,24,yes
19750611,6/11/1975,Buoy 125,144,38,52706,1975,24,yes
19750611,6/11/1975,Buoy 109,145,38,38000,1975,24,yes
19750611,6/11/1975,Buoy 117,145,167,167000,1975,24,yes
19750611,6/11/1975,Shackelton Point,145,24,24000,1975,24,yes
19750611,6/11/1975,Three Mile Bay,145,42,42000,1975,24,yes
19750611,6/11/1975,Buoy 109,148,49,7350,1975,24,yes
19750611,6/11/1975,Buoy 125,148,84,12600,1975,24,yes
19750611,6/11/1975,Shackelton Point,148,42,6300,1975,24,yes
19750611,6/11/1975,Buoy 109,202,28,1400,1975,24,yes
19750611,6/11/1975,Buoy 117,202,125,6250,1975,24,yes
19750611,6/11/1975,Buoy 125,202,111,5550,1975,24,yes
19750611,6/11/1975,Shackelton Point,202,14,700,1975,24,yes
19750611,6/11/1975,Buoy 117,204,28,7000,1975,24,yes
19750611,6/11/1975,Buoy 109,210,56,8400,1975,24,yes
19750611,6/11/1975,Buoy 117,210,97,14550,1975,24,yes
19750611,6/11/1975,Buoy 125,210,42,6300,1975,24,yes
19750611,6/11/1975,Shackelton Point,210,83,12450,1975,24,yes
19750611,6/11/1975,Three Mile Bay,210,28,4200,1975,24,yes
19750611,6/11/1975,Buoy 109,301,3,2100,1975,24,yes
19750611,6/11/1975,Shackelton Point,304,14,2380,1975,24,yes
19750611,6/11/1975,Shackelton Point,313,97,48500,1975,24,yes
19750611,6/11/1975,Buoy 109,318,7,11200,1975,24,yes
19750611,6/11/1975,Buoy 125,318,24,38400,1975,24,yes
19750611,6/11/1975,Shackelton Point,318,56,89600,1975,24,yes
19750611,6/11/1975,Three Mile Bay,318,13.9,22240,1975,24,yes
19750611,6/11/1975,Buoy 109,319,3,3600,1975,24,yes
19750611,6/11/1975,Buoy 109,320,28,56000,1975,24,yes
19750611,6/11/1975,Shackelton Point,320,143,286000,1975,24,yes
19750611,6/11/1975,Three Mile Bay,320,111,222000,1975,24,yes
19750611,6/11/1975,Shackelton Point,331,3,6600,1975,24,yes
19750611,6/11/1975,Buoy 109,335,14,5600,1975,24,yes
19750611,6/11/1975,Buoy 117,335,56,22400,1975,24,yes
19750611,6/11/1975,Buoy 125,335,3,1200,1975,24,yes
19750611,6/11/1975,Shackelton Point,335,3,1200,1975,24,yes
19750611,6/11/1975,Three Mile Bay,335,7,2800,1975,24,yes
19750611,6/11/1975,Buoy 109,601,319,63800,1975,24,yes
19750611,6/11/1975,Buoy 117,601,541,108200,1975,24,yes
19750611,6/11/1975,Buoy 125,601,278,55600,1975,24,yes
19750611,6/11/1975,Shackelton Point,601,708,141600,1975,24,yes
19750611,6/11/1975,Three Mile Bay,601,1665,333000,1975,24,yes
19750611,6/11/1975,Buoy 109,602,139,347500,1975,24,yes
19750611,6/11/1975,Buoy 117,602,226,565000,1975,24,yes
19750611,6/11/1975,Buoy 125,602,115,287500,1975,24,yes
19750611,6/11/1975,Shackelton Point,602,212,530000,1975,24,yes
19750611,6/11/1975,Three Mile Bay,602,341,852500,1975,24,yes
19750611,6/11/1975,Buoy 109,709,14,28000,1975,24,yes
19750611,6/11/1975,Buoy 117,709,14,28000,1975,24,yes
19750611,6/11/1975,Buoy 109,710,28,5600,1975,24,yes
19750611,6/11/1975,Buoy 125,710,10,2000,1975,24,yes
19750611,6/11/1975,Three Mile Bay,710,28,5600,1975,24,yes
19750618,6/18/1975,Buoy 109,103,73,2190,1975,25,yes
19750618,6/18/1975,Buoy 125,103,28,840,1975,25,yes
19750618,6/18/1975,Three Mile Bay,103,76.5,2295,1975,25,yes
19750618,6/18/1975,Buoy 109,107,69,10212,1975,25,yes
19750618,6/18/1975,Buoy 125,107,42,6216,1975,25,yes
19750618,6/18/1975,Three Mile Bay,107,41.5,6142,1975,25,yes
19750618,6/18/1975,Buoy 109,108,3,12000,1975,25,yes
19750618,6/18/1975,Three Mile Bay,122,14,1050,1975,25,yes
19750618,6/18/1975,Buoy 125,128,3,12000,1975,25,yes
19750618,6/18/1975,Three Mile Bay,128,139,556000,1975,25,yes
19750618,6/18/1975,Three Mile Bay,140,14,420,1975,25,yes
19750618,6/18/1975,Buoy 109,145,21,21000,1975,25,yes
19750618,6/18/1975,Buoy 125,145,3,3000,1975,25,yes
19750618,6/18/1975,Three Mile Bay,145,14,14000,1975,25,yes
19750618,6/18/1975,Buoy 109,148,90,13500,1975,25,yes
19750618,6/18/1975,Buoy 125,148,42,6300,1975,25,yes
19750618,6/18/1975,Three Mile Bay,148,127,19050,1975,25,yes
19750618,6/18/1975,Three Mile Bay,154,2,60000,1975,25,yes
19750618,6/18/1975,Buoy 109,202,97,4850,1975,25,yes
19750618,6/18/1975,Buoy 125,202,291,14550,1975,25,yes
19750618,6/18/1975,Three Mile Bay,202,145.5,7275,1975,25,yes
19750618,6/18/1975,Buoy 125,205,42,10500,1975,25,yes
19750618,6/18/1975,Three Mile Bay,207,7,5600,1975,25,yes
19750618,6/18/1975,Buoy 109,208,14,58800,1975,25,yes
19750618,6/18/1975,Buoy 125,208,3,12600,1975,25,yes
19750618,6/18/1975,Three Mile Bay,208,14,58800,1975,25,yes
19750618,6/18/1975,Buoy 109,210,42,6300,1975,25,yes
19750618,6/18/1975,Three Mile Bay,210,138.5,20775,1975,25,yes
19750618,6/18/1975,Buoy 109,301,3,2100,1975,25,yes
19750618,6/18/1975,Buoy 125,301,3,2100,1975,25,yes
19750618,6/18/1975,Three Mile Bay,301,10.5,7350,1975,25,yes
19750618,6/18/1975,Three Mile Bay,303,2,2000,1975,25,yes
19750618,6/18/1975,Buoy 109,304,69,11730,1975,25,yes
19750618,6/18/1975,Buoy 125,304,56,9520,1975,25,yes
19750618,6/18/1975,Three Mile Bay,304,652.5,110925,1975,25,yes
19750618,6/18/1975,Buoy 125,305,3,1050,1975,25,yes
19750618,6/18/1975,Three Mile Bay,305,14,4900,1975,25,yes
19750618,6/18/1975,Three Mile Bay,308,5.5,2860,1975,25,yes
19750618,6/18/1975,Three Mile Bay,311,87,87000,1975,25,yes
19750618,6/18/1975,Three Mile Bay,312,62.5,31250,1975,25,yes
19750618,6/18/1975,Buoy 125,313,14,7000,1975,25,yes
19750618,6/18/1975,Buoy 125,318,31,49600,1975,25,yes
19750618,6/18/1975,Three Mile Bay,318,45.5,72800,1975,25,yes
19750618,6/18/1975,Three Mile Bay,319,7,8400,1975,25,yes
19750618,6/18/1975,Buoy 109,320,45,90000,1975,25,yes
19750618,6/18/1975,Buoy 125,320,38,76000,1975,25,yes
19750618,6/18/1975,Three Mile Bay,320,551.5,1103000,1975,25,yes
19750618,6/18/1975,Buoy 125,331,7,15400,1975,25,yes
19750618,6/18/1975,Three Mile Bay,331,14,30800,1975,25,yes
19750618,6/18/1975,Buoy 109,335,14,5600,1975,25,yes
19750618,6/18/1975,Buoy 109,601,180,36000,1975,25,yes
19750618,6/18/1975,Buoy 125,601,541,108200,1975,25,yes
19750618,6/18/1975,Three Mile Bay,601,1762.5,352500,1975,25,yes
19750618,6/18/1975,Buoy 109,602,63,157500,1975,25,yes
19750618,6/18/1975,Buoy 125,602,63,157500,1975,25,yes
19750618,6/18/1975,Three Mile Bay,602,106,265000,1975,25,yes
19750618,6/18/1975,Buoy 125,702,209,53504,1975,25,yes
19750618,6/18/1975,Three Mile Bay,702,3062,783872,1975,25,yes
19750618,6/18/1975,Buoy 125,709,7,14000,1975,25,yes
19750618,6/18/1975,Buoy 109,710,42,8400,1975,25,yes
19750618,6/18/1975,Three Mile Bay,710,24.5,4900,1975,25,yes
19750618,6/18/1975,Three Mile Bay,711,0.01,55752.8,1975,25,yes
19750625,6/25/1975,Buoy 109,103,3,90,1975,26,yes
19750625,6/25/1975,Buoy 117,103,10,300,1975,26,yes
19750625,6/25/1975,Shackelton Point,103,14,420,1975,26,yes
19750625,6/25/1975,Three Mile Bay,103,21,630,1975,26,yes
19750625,6/25/1975,Buoy 109,104,3,90,1975,26,yes
19750625,6/25/1975,Three Mile Bay,104,28,840,1975,26,yes
19750625,6/25/1975,Buoy 117,107,42,6216,1975,26,yes
19750625,6/25/1975,Shackelton Point,107,14,2072,1975,26,yes
19750625,6/25/1975,Shackelton Point,122,28,2100,1975,26,yes
19750625,6/25/1975,Buoy 109,124,14,7000,1975,26,yes
19750625,6/25/1975,Shackelton Point,125,24,240000,1975,26,yes
19750625,6/25/1975,Three Mile Bay,128,56,224000,1975,26,yes
19750625,6/25/1975,Buoy 109,129,3,1041,1975,26,yes
